,txId1,txId2,HDBSCAN
474,230595329,40297647,3
475,230447404,3877919,3
476,231995264,232468876,3
477,231995064,232468876,3
478,232440027,232440024,3
479,232440028,232440024,3
480,230449513,230449518,3
481,232457903,11011839,3
482,230391412,232029206,3
483,91411167,232029206,3
484,230411642,232029206,3
485,232346257,232029206,3
486,218531044,232029206,3
487,232014220,232029206,3
488,232013266,232029206,3
489,232346245,232029206,3
490,3761361,232029206,3
491,230468041,232029206,3
492,232346248,232029206,3
493,3766651,232029206,3
494,11343564,232029206,3
495,232013493,232029206,3
496,232346253,232029206,3
497,230847009,232029206,3
498,230847079,232029206,3
499,230946668,232029206,3
500,232346255,232029206,3
501,232344790,232029206,3
502,195237911,232029206,3
503,230467965,232029206,3
504,230391412,230391409,3
505,230391411,230391409,3
506,2311553,230391409,3
507,230681119,232472581,3
508,230681123,232472581,3
509,232440137,230639246,-1
510,232446202,230639246,3
511,232440137,36350939,3
512,212706577,36350939,3
513,230521269,230521266,3
514,230521271,230521266,3
515,230521268,230521266,3
516,230597986,3878899,3
517,230437630,230649117,3
518,230438488,230649117,3
519,230437630,232906420,3
520,230438479,232906420,3
521,232361296,232361286,3
522,231996124,230473483,3
523,231995763,230473483,3
524,231996116,230473483,3
525,36787463,230473483,3
526,231996121,230473483,3
527,231995755,230473483,3
528,231996118,230473483,3
529,141327911,230473483,3
530,45874911,230473483,3
531,227105852,230473483,3
532,231995761,230473483,3
533,231995762,230473483,3
534,231996125,230473483,3
535,95679861,230473483,3
536,231996109,230473483,3
537,231996119,230473483,3
538,13015066,230473483,3
539,230946555,230473483,3
540,188671066,230473483,3
541,231996126,230473483,3
542,231996111,230473483,3
543,231996115,230473483,3
544,135025925,230473483,3
545,65821867,230473483,3
546,231996108,230473483,3
547,199597966,230473483,3
548,231996112,230473483,3
549,231996117,230473483,3
550,231996113,230473483,3
551,231996114,230473483,3
552,231996110,230473483,3
553,230523211,230523207,3
554,230523212,230523207,3
555,230523211,230529019,3
556,232443613,230529019,3
557,232035051,232036661,3
558,232039381,232036661,3
559,232035051,230438482,3
560,232034945,230438482,3
561,5662056,230522934,-1
562,227338369,230522934,3
563,40623301,2920819,3
564,40623301,230456622,3
565,230444451,230444448,3
566,230444459,230444448,3
567,230444788,230444448,3
568,230444846,230444448,3
569,230444455,230444448,3
570,230444849,230444448,3
571,230444845,230444448,3
572,230444454,230444448,3
573,230444452,230444448,3
574,230444461,230444448,3
575,230444456,230444448,3
576,230400498,230444448,3
577,230444847,230444448,3
578,230444458,230444448,3
579,230528722,230528710,3
580,13285375,230528710,3
581,230528714,230528710,3
582,230528723,230528710,3
583,230528720,230528710,3
584,230528716,230528710,3
585,230528721,230528710,3
586,3875116,230520120,3
587,3875116,3875136,3
588,230531174,2881274,3
589,230406766,2881274,3
590,230531168,2881274,3
591,230442471,2881274,3
592,230451676,2881274,3
593,230531172,2881274,3
594,230453454,2881274,3
595,230531148,2881274,3
596,232446225,182442258,-1
597,183323666,182442258,3
598,232037400,232037399,3
599,232034952,232037399,3
600,232037400,230438468,3
601,232037399,230438468,3
602,232392936,232392931,3
603,3876606,232460526,3
604,3876606,3903408,3
605,232431910,2758467,3
606,232431929,2758467,3
607,230578937,2758467,3
608,231177403,2758467,3
609,232431898,2758467,3
610,231177887,2758467,3
611,231177078,2758467,3
612,231177063,2758467,3
613,231192341,2758467,3
614,232431904,2758467,3
615,54492383,2758467,3
616,232431935,2758467,3
617,232431883,2758467,3
618,231175570,2758467,3
619,232431845,2758467,3
620,230575457,2758467,3
621,231182309,2758467,3
622,232431931,2758467,3
623,232431933,2758467,3
624,232431930,2758467,3
625,232431927,2758467,3
626,230578982,2758467,3
627,232431910,37914889,3
628,232446588,37914889,-1
629,230444448,232465856,3
630,232895871,232465856,3
631,230405605,232465856,3
632,230403082,232465856,3
633,230403088,232465856,3
634,230403084,232465856,3
635,230405609,232465856,3
636,230464771,232440111,3
637,232036647,232440111,3
638,232034284,198358107,3
639,230470029,230470027,3
640,230470033,230470027,3
641,230470029,230530336,3
642,230438482,230438479,3
643,230438483,230438479,3
644,230438482,232440028,3
645,230464783,232440028,3
646,230537141,230557032,3
647,230331387,231993291,3
648,230539741,231993291,3
649,230337461,231993291,3
650,230331370,231993291,3
651,232339043,231993291,3
652,230539743,231993291,3
653,230338271,231993291,3
654,230539744,231993291,3
655,230331390,231993291,3
656,230331385,231993291,3
657,230465231,5530776,3
658,230465231,232904028,3
659,231499595,232904028,3
660,3891191,3851887,3
661,226890719,230540196,3
662,195215469,230540196,3
663,230540206,230540196,3
664,206366496,230540196,3
665,230540207,230540196,3
666,195218115,230540196,3
667,232349072,20299716,3
668,232349071,20299716,3
669,214488573,230473461,3
670,230473481,230473461,3
671,230473471,230473461,3
672,230473470,230473461,3
673,230473469,230473461,3
674,230473483,230473461,3
675,230473478,230473461,3
676,230473468,230473461,3
677,230473479,230473461,3
678,230473477,230473461,3
679,151223578,230473461,3
680,230473475,230473461,3
681,230473480,230473461,3
682,230473476,230473461,3
683,230473473,230473461,3
684,55226975,230473461,3
685,86353799,232472561,3
686,232904028,232472561,3
687,3114489,107227719,3
688,232002739,230569372,3
689,230451739,232428618,3
690,230457093,230457090,3
691,219821009,230457090,3
692,230457095,230457090,3
693,230405994,230457090,3
694,232448785,232448783,3
695,195498536,232448783,3
696,232039890,232039888,3
697,195237910,232039888,3
698,230411328,232958804,3
699,232047414,232047419,3
700,230339477,232039381,3
701,230595343,232039381,3
702,230339477,232034941,3
703,7089694,60492027,3
704,230473578,60492027,3
705,3419291,60492027,3
706,31663613,60492027,3
707,230423012,60492027,3
708,232002810,232002739,3
709,230473314,230579322,3
710,232679753,231573972,3
711,184703182,231573972,3
712,232629023,231573972,3
713,232959353,230579331,3
714,232959352,230579331,3
715,231995683,230473477,3
716,231995671,230473477,3
717,231995676,230473477,3
718,229695175,230473477,3
719,206786861,230473477,3
720,231995669,230473477,3
721,231995679,230473477,3
722,231995687,230473477,3
723,149112705,230473477,3
724,231995681,230473477,3
725,231995678,230473477,3
726,68959537,230473477,3
727,36189820,230473477,3
728,231995677,230473477,3
729,225653584,230473477,3
730,231995672,230473477,3
731,7214158,230473477,3
732,231995675,230473477,3
733,231995685,230473477,3
734,206225929,11340045,3
735,230537124,11340045,3
736,232051527,37231293,3
737,230438474,230438471,3
738,230438472,230438471,3
739,230438474,232444501,3
740,230438471,232444501,3
741,231994045,232034651,3
742,230468042,230468036,3
743,230468041,230468036,3
744,230468043,230468036,3
745,2453685,230468036,3
746,230468042,232009676,3
747,230596505,31188978,3
748,230596505,232429322,3
749,230452750,232429322,3
750,59397801,230555921,3
751,232359151,230555921,3
752,232072340,230405994,3
753,232072340,232353291,3
754,232457915,232457913,3
755,232901095,57801713,3
756,230467956,57801713,3
757,4961135,57801713,3
758,232039861,230468700,3
759,230339468,230468700,3
760,3408976,232047756,3
761,232034707,71724941,3
762,232034707,230404574,3
763,230969607,230968958,3
764,230969607,234457549,3
765,232906716,232448383,3
766,232062518,232448383,3
767,232906716,231241751,3
768,37786466,231241751,3
769,71369016,230649126,3
770,3402165,232456339,3
771,232034945,230438483,3
772,232034946,230438483,3
773,14660781,217239370,3
774,232058910,232456882,3
775,230530295,232467632,3
776,232467634,232467632,3
777,230530295,2881273,3
778,3740213,2881273,3
779,218531044,2881273,3
780,230530336,2881273,3
781,230338678,2881273,3
782,230457095,2881273,3
783,230530244,2881273,3
784,230530273,2881273,3
785,230645830,231036638,3
786,3881866,232458909,3
787,3881866,3876512,3
788,230338249,230436750,3
789,3378829,230442067,3
790,230326373,230442067,3
791,3391129,230442067,3
792,36716791,230442067,3
793,3405005,230442067,3
794,230592118,230442067,3
795,3435788,230442067,3
796,3403080,230442067,3
797,3424818,230442067,3
798,232459969,54732579,3
799,232453418,231836233,3
800,230452750,37233988,3
801,230452751,37233988,3
802,230439297,232392089,3
803,232468004,182448481,3
804,232468003,182448481,3
805,232440111,232444502,3
806,232444504,232444502,3
807,232440111,230524978,3
808,232440109,230524978,3
809,73191409,3740213,3
810,232347748,3740213,3
811,232462281,232462210,3
812,230432972,232043907,3
813,232051671,232051667,3
814,232051671,232351356,3
815,232438397,92491280,3
816,230461379,3880117,3
817,230345455,232354183,3
818,230452774,232354183,3
819,3158307,232354183,3
820,230436736,230793200,3
821,230519614,230519610,3
822,230519614,230539729,3
823,230539731,230539729,3
824,230539732,230539729,3
825,231993125,230444451,3
826,232031596,230444451,3
827,232354200,230451735,3
828,232354183,230451735,3
829,232354197,230451735,3
830,234074001,232383230,3
831,12946183,232383230,3
832,234029888,232383230,3
833,232363568,232383230,-1
834,232382462,232383230,3
835,232363566,232383230,3
836,234068812,232383230,-1
837,232703120,232383230,3
838,232378468,232383230,3
839,234024792,232383230,-1
840,232382459,232383230,3
841,232382461,232383230,-1
842,234075335,232383230,3
843,234034422,232383230,-1
844,234039140,232383230,-1
845,2718035,232383230,3
846,234059797,232383230,3
847,230339760,232014505,3
848,230339760,230594640,3
849,232047756,232031839,3
850,232047756,3873829,3
851,232458515,234472313,3
852,232458515,230526943,3
853,232037399,230437633,3
854,232037403,230437633,3
855,2855928,151078127,3
856,212359535,183140871,3
857,230530244,183140871,3
858,230437638,230437634,3
859,230437640,230437634,3
860,230437638,232908760,3
861,230438486,232908760,3
862,3420566,3877087,3
863,3420566,3424859,3
864,230438487,230438486,3
865,230437632,230438486,3
866,230438487,230461033,3
867,230461031,230461033,3
868,230456729,230578985,3
869,232913899,230578985,3
870,230473317,232907285,3
871,230473317,230579323,3
872,46627729,230579323,3
873,28798027,230528725,3
874,3407031,230527751,3
875,3403763,232351322,3
876,231188282,151359615,3
877,231188282,232460270,3
878,230448375,3880543,3
879,230527759,230527756,3
880,230339493,232034950,3
881,230339493,230595336,3
882,230336050,230601403,3
883,230339656,230601403,3
884,230339649,230601403,3
885,230336050,14942862,3
886,230354696,14942862,3
887,230456717,230456714,3
888,230456719,230456714,3
889,230456718,230456714,3
890,48355954,230456714,3
891,232464796,54735205,3
892,230465376,230465367,3
893,230465378,230465367,3
894,230465374,230465367,3
895,230465373,230465367,3
896,230465376,13995945,3
897,232669764,232034952,3
898,232027351,75600727,3
899,7089453,230523196,3
900,7089467,7089453,3
901,7089467,5151164,3
902,3775711,3757070,3
903,3775711,230433803,3
904,230354384,230473578,3
905,232465856,230521269,3
906,92571083,230521269,3
907,92571081,230521269,3
908,232465857,230521269,3
909,230594153,21696456,3
910,37232600,21696456,3
911,230456385,230456384,3
912,71724941,230456384,3
913,232350655,232046855,3
914,232350655,91411167,3
915,3912534,230527759,3
916,3912534,76866560,3
917,232898395,76866560,3
918,3912534,13300444,3
919,230448391,3916897,3
920,230448391,102029923,3
921,231035659,231029351,3
922,230461031,232439983,3
923,232904579,232439983,3
924,232006979,24673782,-1
925,232006979,232448372,3
926,232431929,230578938,3
927,232431898,230578938,3
928,232892365,230578938,3
929,3878647,3846528,3
930,3878647,3857656,3
931,232346257,232544880,3
932,230472241,232544880,3
933,232457186,50033867,3
934,232448385,232472201,3
935,232471961,232472201,3
936,232448385,230529165,3
937,230680288,230529165,3
938,230326373,212700985,3
939,230595710,232348091,3
940,230595336,232348091,3
941,230595710,232034939,3
942,230588414,230473600,3
943,230588414,205866484,3
944,230649655,230649652,3
945,232644856,230391412,3
946,7529721,230473481,3
947,231997307,230473481,3
948,231997599,230473481,3
949,230520418,54734928,3
950,92491279,232401511,3
951,3925879,3881050,3
952,231998131,230770487,3
953,230473461,230770487,3
954,163941342,230770487,3
955,232377173,230770487,3
956,230770485,230770487,3
957,232377157,230770487,3
958,230339481,232034946,3
959,230339486,232034946,3
960,230339481,230595343,3
961,230339486,230595343,3
962,230389794,232346253,3
963,7757447,230901075,3
964,230527319,3913226,3
965,230412485,3849610,3
966,230412485,232467634,3
967,230391409,232467634,3
968,54732017,230528723,3
969,232433797,230528723,3
970,230391411,230456623,3
971,17796937,230456623,3
972,232345690,230456623,3
973,232345692,230456623,3
974,232909664,232909676,3
975,232437943,230630134,3
976,232009711,232469446,3
977,232444878,3318945,3
978,232432895,3318945,3
979,230406766,230577403,3
980,10734050,232349072,3
981,230456718,231253425,3
982,31663613,231253425,3
983,232042969,3880653,3
984,232042969,232679753,3
985,230966747,234458119,3
986,230531168,232386556,3
987,231993291,230444452,3
988,232009689,230444452,3
989,232360625,230670913,3
990,230433276,232047924,3
991,3881912,232460292,3
992,3881912,3881930,3
993,230438870,3876550,3
994,232351322,232038325,3
995,3402672,3435788,3
996,231180580,231180581,3
997,232040050,18249608,3
998,230336184,18249608,3
999,231178835,231179679,3
1000,230647313,232443618,3
1001,232906420,232443618,3
1002,230647313,232904744,3
1003,230437634,232904744,3
1004,230456618,230531645,3
1005,232034950,230464782,3
1006,232034949,230464782,3
1007,232034950,230437632,3
1008,232036658,230437632,3
1009,7398153,14307861,3
1010,7398153,80045921,3
1011,230436750,80045921,3
1012,7398153,2757640,3
1013,232349074,232050355,3
1014,230527771,230527765,3
1015,3878899,3875041,3
1016,3878899,232464074,3
1017,232353289,232914298,3
1018,230437634,232439984,3
1019,230649117,232439984,3
1020,230331217,232339043,-1
1021,3399422,3420267,3
1022,232432879,2880930,3
1023,230456710,2880930,3
1024,232432895,2880930,3
1025,232400013,2880930,3
1026,230578984,2880930,3
1027,36419682,230529042,3
1028,230336686,2813778,3
1029,21696461,2813778,3
1030,293323,2813778,3
1031,21696825,2813778,3
1032,232903177,2813778,3
1033,75597421,2813778,3
1034,21696459,2813778,3
1035,230518022,212689349,3
1036,230418880,212689349,3
1037,232472206,232472208,3
1038,232472201,232472208,3
1039,232472206,230524976,3
1040,232440017,230524976,3
1041,232350958,232351007,3
1042,232351007,34984461,3
1043,232014220,230436948,3
1044,234075333,234075335,3
1045,230436739,232437491,3
1046,230326754,230569377,3
1047,230326754,232360625,3
1048,230527184,11256536,3
1049,230414055,212687404,3
1050,230414055,208590808,3
1051,87823623,21696830,3
1052,87889711,21696830,3
1053,95764515,234029888,3
1054,230339465,234029888,-1
1055,230456710,232925742,3
1056,230457870,232925742,3
1057,213736062,232925742,3
1058,3878618,3878633,3
1059,230473598,59397801,3
1060,230473599,59397801,3
1061,230473601,59397801,3
1062,230473600,59397801,3
1063,230457454,230457451,3
1064,232346253,230457451,3
1065,232440023,230680289,3
1066,232444880,230680289,3
1067,232440028,232443610,3
1068,232443612,232443610,3
1069,230438476,232906649,3
1070,230461033,232906649,3
1071,230438476,232440104,3
1072,230530336,230578501,3
1073,230529053,232472215,3
1074,232443223,232472215,3
1075,232031824,53678687,3
1076,232034949,232037410,3
1077,232348828,232037410,3
1078,232464260,54732833,3
1079,5043402,198640224,3
1080,232431935,198640224,3
1081,232439984,230681119,3
1082,232439983,230681119,3
1083,230537134,230670897,3
1084,230595336,232037044,3
1085,230464945,230464795,3
1086,230349591,230602355,3
1087,230333626,230602355,3
1088,232013266,230453431,3
1089,232472197,232472206,3
1090,230461032,232440027,3
1091,232906649,232440027,3
1092,232037102,232037100,3
1093,232036658,232037100,3
1094,232037102,232034949,3
1095,232348091,232034949,3
1096,3880217,3880228,3
1097,230436750,55022339,3
1098,230946548,5043402,3
1099,230946548,232350958,3
1100,232346245,76172036,3
1101,71373899,231179652,3
1102,230327318,230524949,3
1103,230328400,230524949,3
1104,232679778,232345690,3
1105,232679778,13239483,3
1106,232448771,232448765,3
1107,230473306,65795604,3
1108,232907295,65795604,3
1109,3403739,3404363,3
1110,3857826,3880822,3
1111,33453302,232448418,3
1112,232440098,230681578,3
1113,230523203,230681578,3
1114,232472220,230680288,3
1115,230529019,230680288,3
1116,3875073,3863635,3
1117,3875073,231179610,3
1118,230325162,230602580,3
1119,230350275,230602580,3
1120,232675061,230663643,3
1121,63006056,230663643,3
1122,231178807,230679233,3
1123,231178807,3420563,3
1124,2858652,4932775,3
1125,3881138,4932775,3
1126,7991441,231176668,3
1127,230339770,230470033,3
1128,230339770,72291442,3
1129,230345948,230622338,3
1130,3399363,3424818,3
1131,230592577,195237910,3
1132,7658496,195237910,-1
1133,230592577,204236566,3
1134,195312780,204236566,3
1135,232039084,232902113,3
1136,230452481,3880693,3
1137,230602580,232359151,3
1138,230468700,230468693,3
1139,230468700,88636308,3
1140,232047417,232014513,3
1141,232047417,232047414,3
1142,36329945,230580829,3
1143,230422126,232398771,3
1144,3405622,231017514,3
1145,230457870,230646172,3
1146,232037044,230437640,3
1147,232037045,230437640,3
1148,232471941,230523203,3
1149,232448379,230523203,3
1150,232471941,232471961,3
1151,232440030,232471961,3
1152,28297225,232402715,3
1153,3385845,232350659,3
1154,3863824,231176188,3
1155,230438467,230439442,3
1156,230438483,230439442,3
1157,230438467,230438466,3
1158,230438468,230438466,3
1159,231026786,231028826,3
1160,232471961,232472197,3
1161,232440022,232472197,3
1162,232033982,88055509,3
1163,232037090,230661984,3
1164,230524976,230681123,3
1165,232448376,230681123,3
1166,230524976,230524975,3
1167,230524978,230524975,3
